course,type,code,description
social_sciences,elective,11241,"In this course we will engage in a study of contemporary India, Pakistan, Bangladesh, Nepal, Sri Lanka, and Bhutan. Planned topics of study include colonialism and the emergence of nation states; political structures and economic development; literature, music and film; religion; language and ethnicity; nationalisms; gender; and peace and conflict. We will draw on a wide variety of sources including academic writing, journalism, poetry and novels. Course Learning Outcomes 1. Trace the history of caste and class in South Asia 2. Explore the faith traditions of South Asia 3. Examine the politics of ethnicity and nationalism 4. Write a short paper presenting a clear argument with supporting evidence Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,4831,"China’s rise as an economic power is the world-transforming event of this new century. For SMU students in particular, the rising China will most likely enter your future careers and lives in some consequential ways. This course takes you beyond China’s economic growth record, which everybody can find in news headlines. It situates China’s economic growth in the whole-scale transformation of the Chinese society—of which it is part and parcel—to understand what made the economic miracle possible, what shapes its trajectory, and what threatens its sustainability. We will also learn a novel analytical framework that provides us an anchor point from which to observe the fast-changing Chinese society and to gauge the social impact of China’s economic growth. Course Learning Outcomes 1/ Gain basic understanding of key historical trends in 20th-century China 2/ Based on this historical knowledge, develop an understanding of various national development strategies adopted in China. 3/ Learn how to critically evaluate claims using evidence and diverse perspectives 4/ Learn about how China's experiences contribute to the development of some key social-science theories 5/ Develop an understanding of the subjective (emotional and spiritual) experiences of the Chinese people and use this to understand developments in China Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,15361,"“Globalization” is one of the most important concepts for understanding the nature of the contemporary world, where various connections and interdependencies continue to proliferate and intensify across national borders. Especially in Singapore, we live globalization on a daily basis; for example, the mixing of various cultures and peoples from the East and the West, and the growing business interests and financial investments from all over the world. Moreover, the postcolonial context of Singapore sheds light on historical connections between contemporary globalization and legacies of imperialism. Thus, Singapore is a “natural laboratory” for studying the trajectories and frontiers of globalization. In this course, we will examine both theories and case studies of globalization to understand changing realities of Singapore and the world at large. Course Learning Outcomes By the end of this course, students will be able to: Analyze global processes from economic, institutional, and power perspectives Evaluate the positive and negative consequences of economic globalization Explain the key functions of international organizations and institutions Discuss the role of state and non-state actors in global processes Evaluate the domestic and nationalist responses to globalization Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,13381,"Singapore is a fascinating subject of sociological inquiry. Constructing Singapore’s history remains a struggle against competing notions of the state as a tool of British colonialism, an adjunct of Malaysia before its untimely expulsion, immigrants’ lay-over and Lee Kuan Yew’s political success. Since independence, Singapore’s leaders lament its lacking natural resources to justify their “pragmatic” management of the everyday lives of Singaporeans, including speech, educational environment, sexuality, religious expressions, ethnic identity and political culture, at the expense of citizens’ rights. Populated dominantly by ethnic Chinese with Malays and Indians as minorities, yet geographically surrounded by Muslim-majority nations have made the ruling PAP reluctant to observe multiracialism in governance policies which compromises the nation-building project. Presently, forces of globalisation threaten the state’s monopoly over political space and ideologies. This module targets students interested in developing a critical appreciation of the socio-economic and political contexts that structure Singaporeans’ daily lives. It highlights critical historical circumstances that shape Singapore’s post-independent governance policies, political discourses and contemporary development as a nation-state. It sharpens students’ sociological imagination as they deconstruct political ideologies to grasp alternative interpretations of the development of Singapore society and make sense of contemporary issues of importance in Singapore and to Singaporeans. Course Learning Outcomes By the end of this course, students will be able to:  Attain a general overview of the history of western art, its major periods, movements, concepts, and artists;  Understand the formal qualities and functions of a work of art, and situate it in a variety of historical, social, cultural, religious, economic, and political contexts;  Understand the significance of these contexts in informing the interpretation of a work of art.  Develop an understanding and appreciation of Western arts iconography, styles, and techniques as expressed in painting, sculpture, architecture, and other art forms.  Cultivate, through exposure to a range of artistic objects and cultural traditions, a greater understanding and appreciation of todays world;  Appreciate the relevance of arts and culture to society, politics and humanity. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,29551,"This core module focuses on providing students with fundamental proficiency of concepts and key frameworks of sustainability and how they apply to the multifaceted issues linking climate change, environment and society. As one of the core modules of the Sustainable Societies second major course will introduce students to key frameworks such as the UN Sustainable Development Goals (SDGs), the Paris Agreement, the Singapore Green Plan 2030, and relevant developments concerning climate change mitigation and adaptation in the public and private sector. The course will focus on specifically on the SDGs and their interlinkages reflecting the sustainability research and pedagogy emphases at SOSS. Furthermore, the course will use social science theories and concepts such as Ecological Modernization and common-pool resources to understand different models of social and environmental change. As part of the instruction on key climate-literacy concepts such as mitigation, adaptation and resilience, the course will emphasize topics reflecting the social dimensions of environmental sustainability related to access to water, food, energy, social vulnerabilities and disaster risk. To prime studies for understanding how the private, public and social sectors are responding to climate change, practical knowledge of topics such as social enterprises and triple bottom line approaches will be covered through key readings and examples discussed in class. Course Learning Outcomes At the end of this course, students will be able to: · Gain a fundamental understanding of broad societal and governance issues related to climate change and environmental sustainability. · Explore different applications of the UN SDGs as an overarching global framework of sustainability as it is applied in real-world scenarios at the intersection of society, policy and business. · Cultivate an informed perspective of modern national/regional approaches to sustainability such as the SG Green Plan and EU Green Deal. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,30131,"This core module will develop key competencies and aptitude for analytical reasoning about sustainability across different industries and different stakeholders (government, corporates, civil society, NGOs). With a problem based, systems approach to sustainability, students will be trained to identify, research, assess, and effectively communicate major sustainability trends, effects and real world tradeoffs. Students will cultivate an understanding of how social dimensions and policy considerations interact with complex sustainability challenges and learn how to apply this understanding towards effective sustainability communication in corporate, non-profit/NGO and government settings. Course Learning Outcomes At the end of the course, you will be able to: 1. Define and explain attributes of sustainability problems and the implications they have on developing strategies. 2. Evaluate linkages and tensions between sustainable and 'business as usual' future that emerge from complex systems and future thinking perspectives. 3. Explain and assess different sustainability strategies employed by businesses, government institutions, and non-governmental organizations. 4. Critically analyse competing sustainability frameworks and apply them to case studies. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,30591,"Sustainability reporting is the practice of disclosing an organization's economic, environmental, social, and governance (ESG) performance and impacts. This course presents a review and analysis of the theoretical foundations of sustainability accounting and its reporting issues in practice. The course will focus on existing and emerging frameworks for developing corporate environmental, social, and governance (ESG) performance metrics, assessing their reliability, reporting to stakeholders, and incentivizing managers based on ESG metrics. Specifically, the course will focus on the user perspective of sustainability reporting so that individuals and organizations can make informed decisions, drive positive social and environmental change, and contribute to a more sustainable and responsible global economy. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,23521,"This course introduces students to climate change, both within cities and globally, through a predominant STS perspective. Through in-class seminars incorporating digital platforms and field trips, students will examine the basic science underpinning present knowledge of climate change; explore the impacts of rising temperatures, changing rainfall patterns, and rising sea levels on society; and discuss the role of technology and its management towards climate change adaptation and mitigation solutions and policies. Case studies from Singapore and the region will be presented, and special attention focused towards the latest research on (i.) socio-economic inequalities that heighten risks towards urban populations, and (ii.) how technological innovation evolves with applied nature-based solutions in reducing climate vulnerabilities. By the end of the course, the student should be cognisant on the potential of effective and practical management in reducing the impacts of environmental hazards to coupled human-environmental systems, and have the ability to assess solutions to adapt to and mitigate climate change impacts on important industries. Climate change will continue to wreck devastating social and economic impact in the years to come. The ability to understand and devise effective solutions to mitigate the impact of climate change across industries will be a valuable core skill enabling SMU graduates to maintain agility as they progress in their careers. Course Learning Outcomes 1. Disciplinary and multidisciplinary knowledge: students will understand how the confluence and integration of scientific, social scientific, and humanities knowledge are essential understanding climate change. 2. Intellectual and Creative Skills: critical thinking engendered from class discussions can lead students to applying effective management and innovation principles towards managing climate change impacts. 3. Global Citizenship: Students will be cognisant on how personal actions and group decisions can impact upon the larger global community through the larger scale climate system. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,22261,"This module aims to introduce students to topics within the emerging field of climate history. After an overview of the field, it focuses on two trajectories. First the complex relationship between society and climate. Whilst we are well aware today how humans have shaped our climate, the story of how climate has shaped us is less well understood. Climate has played a role in socio-political changes including the rise and fall of civilisations, to the shaping of socio-cultural traditions and customs. Second, it looks at the development of the science of climate and the meteorology. It explores climate science as a global phenomenon, influenced by scientific ideas and movements that circulated across borders and empires, but also as a response to local circumstances, especially extremes of weather. It also considers some of the broader challenges being faced because of climate change today and the role of the historian in current climate change debate. It has a particular focus on Asia and the exchange of knowledge about climate and weather between East and West. Course Learning Outcomes 1. Have a firm grasp of the basic concepts and theories that inform the broad field of the history of the climate; 2. Be confident with using primary sources for the study of historical issues; 3. Be able to provide insights into climate related issues as they have developed over time, and the processes and politics that shaped the same; 4. Be more aware of the long history of environmental thought; 5. Be more aware of the role of climate in shaping human culture, in addition to the impact of man on the climate; 6. Have developed skills in critical objective analysis and interpretation. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,24761,"Biotechnology has emerged as one of the most promising and potentially profitable fields for venture capital, the government, health practitioners, consumers, and patients. Some biotechnological companies like 23andMe promise clients access to their ancient ancestry with a simple DNA swab. Scientists have harnessed the power of cloning that promises miraculous cures through stem cell therapies. Many patients have pinned their hopes in the secrets of the BRCA genes to find that elusive cure for breast cancer. But what is biotechnology? How did the field emerge and for what purpose? What are the potentials and dangers of this new field? Who actually benefits from new biotechnologies? This course will explore these questions by examining the modern history of biotechnology and its embedding in a global, capitalist society. We will trace the political ideals, scientific developments, technological infrastructures, and new economic modes that made biotechnology possible. Course Learning Outcomes Disciplinary and multidisciplinary knowledge: At the end of the course, students should be able to draw from history and science and technology studies to identify the role of social, economic, and political changes that shaped the emergence of modern biotechnology. Interpersonal Skills: By working in collaborative projects, students will cooperate in teams to analyse biotechnological innovations and engage in constructive and productive debates on opposing viewpoints. Intellectual and Creative Skills: students should be able to apply multidisciplinary perspectives to critically evaluate biotechnological products, companies, problems, and discourses; deconstruct hyped, cultural discourses around the promises of biotechnology. Students should also become familiar with using the tools for historical research. Global Citizenship: using the knowledge gained from the course, students should be able to demonstrate their ability to understand their relationship to biotechnology and contemplate on the ethics of biotechnology-like innovations that may profoundly shape society. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,29541,Terms of Use Website Feedback Report Whistleblowing Personal Data Protection Facebook Instagram Twitter LinkedIn YouTube SoundCloud TikTok
social_sciences,elective,30171,"What is ethnographic research? How can it help us understand the complex nature and differentiated impacts of climate change? And how might it help to orient our approaches to addressing this ongoing global transformation? Grounded in cutting-edge scholarship from the anthropology of climate change and science and technology studies (STS), the course will explore these questions through a range of ethnographic readings and films. We will use a diverse set of ethnographic case studies to examine the structures and systems in which climate knowledge and responses are embedded, as well as the complexities of making both atmospheric carbon and its lived impacts legible across domains. The difficulties of scale – climate change’s dual character as both an existential, species-wide threat and a particular, localized set of material challenges – will also be emphasized throughout. In addition to considering the insights of climate anthropologists, students will develop their own ethnographic research skills through in-class methods exercises. They will then apply these tools in the course's culminating assignment, an extended ethnographic case study of climate change knowledge, subjectivity, or response within Singapore. Course Learning Outcomes At the end of this course, students will be able to: Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,30181,"This course is intended for students who are not economics majors and want an easy-to-understand yet thorough introduction to game theory. Game theory examines how people make decisions when their choices affect each other. You will learn the basic ideas and tools of game theory, starting with games where everyone moves at the same time and the concept of Nash equilibrium. The course then covers dynamic games, repeated interactions, negotiation, and strategic commitments. Examples will be drawn from economics, politics, technology, and climate change action.We focus on both logical thinking and how game theory applies to real-life problems. With practical examples, you’ll see how game theory helps explain social dilemmas. By the end of the course, you’ll be able to systematically analyze strategic situations, assess outcomes, and understand how incentives influence the actions of individuals and groups.Game theory is a useful tool for understanding strategic behaviour in complex systems involving science, technology, and society. In areas like technological innovation, scientific teamwork, and policy making, different groups—such as researchers, companies, governments, and the public—each have their own goals and react to others’ expectations. Game theory explains how people and organizations cooperate, compete, and coordinate in these situations. Course Learning Outcomes 1. Disciplinary knowledge, multidisciplinary, and interdisciplinary knowledge - Disciplinary knowledge: Students will be introduced to the fundamental concepts of game theory and a set of simple games that game theory uses to model strategic interactions and social dilemmas. 2. Disciplinary knowledge, multidisciplinary, and interdisciplinary knowledge - Multidisciplinary knowledge: Students will analyze applications of the fundamental concepts learned using problems (e.g., climate change, geopolitical tensions, the challenge of harnessing technological advances for the common good) that range across multiple disciplines other than economics and game theory. 3. Intellectual and creative skills - Critical thinking and problem solving: Students will go beyond determining the likely outcome of social interactions as predicted by game theory to evaluate the desirability of these outcomes from different perspective and contemplate how interactions can be changed to improve outcomes. 4. Interpersonal skills - Communication: Students will convey their ideas effectively within teams as they work on projects and solve problems in in-class team activities, and they will gain experience in clearly and effectively presenting their work to an audience. 5. Global citizenship - Ethics and social responsibility: Students will examine applications and problems that highlight the tension between self-interest and cooperation, which will push them to think about the impact of individual actions on others and on social welfare. 6. Global citizenship - Understanding of sustainability issues: Students will examine climate change and sustainability issues as examples of the games that will be discussed. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,30191,"This course will introduce students to contemporary philosophical issues at the intersection of ethics and digital technology. Students will examine the impact developments in digital technology have on their conceptions of privacy, personal integrity, autonomy, and selfrespect. This course will begin by introducing students to a collection of ethical lenses from which to assess some of the philosophical issues that arise in the contemporary age. The issues we will consider include a person's right to privacy, political tribalism and trolling within the digital community, and prejudice and exclusion as it arises in technology. The course will end with students evaluating paths forward for the future to ameliorate the issues that arise with a particular focus on the Singaporean context. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,33231,"Asia’s cities are growing at a pace and scale unmatched in history, bringing both opportunities and urgent challenges. This course explores how urban centers across the region are balancing rapid development with the need for greener, more inclusive futures. Using Singapore’s role as a regional leader in green finance and carbon trading as a focal point, we examine how cities in emerging economies are navigating the complex intersection of growth, globalization, and sustainability. Course Learning Outcomes At the end of this course, students will be able to: • Recognise key urbanisation trends and sustainability challenges in Asia. • Explain Singapore’s development model and its influence in the region. • Assess the role of carbon markets, green finance, and trade in shaping cities. • Compare policy strategies for sustainable urban growth across Asian economies. • Develop practical, well-reasoned proposals for greener urban futures. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,24741,"Nations have long sought to evoke loyalty and personal attachment, while in turn providing those living within it with a collective experience and common destiny. The potent force of the nation as a cognitive idea is at the heart of this course, which conceives of the making of a nation as an ongoing work in progress in which everyone has a stake. The central question that we will investigate concerns the reciprocal influences between the nation, its institutional manifestations and ‘the people’. How do ‘the people’ shape institutions and fashion a nation on a daily basis and vice versa? To explore these relationships, the course is structured around three themes: prerequisites, process and practice. The first theme provides the general conceptual framework through a series of brief discussions of what a nation is, how it relates to a state and to a ‘people’. The second theme is devoted to what is often seen as the quintessential nation-building moment: the formal drafting of a constitution. We will consider the choice of language in that text to harness the people’s fidelity to the budding nation as well as the respective roles played by the elites and ordinary citizens during the constitution-process. For the third theme, we will probe the lived reality of how the nation constitutes itself every day through its people, from the elites who claim to speak on behalf of the nation in formal rule-making to the personification of the nation in image, song and icon to the architectural design of state institutions and public spaces and the wearing of folk costumes or traditional outfits that seek to give expression to the identity of the nation. Our explorations will feature the experiences of a diverse range of nations located within and outside Asia. These will provide the backdrop against which the Singapore story will be considered, thereby allowing students to interrogate the familiar domestic narrative of nation-building from a comparative angle. The approach taken will be practically grounded and interdisciplinary, drawing on insights from law, political theory, history, linguistics, architecture and the arts. To do so effectively, the course will be team-taught by two instructors with complementary disciplinary backgrounds. Course Learning Outcomes Have a sound understanding of the various linkages between constitutions, people, and nations; Appreciate that rational, objective, and deliberate efforts at fashioning a nation co- exist alongside mythification, symbolism, and the emotional sentiments of people; Be conversant in the relevant debates within the fields of law, political theory, history, political science, and the arts; Be comfortable critically reflecting on their own positions as participants in fashioning the nation. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,25911,"Hailed as “the greatest book on democracy ever written,” Tocqueville’s Democracy in America offers a window into much more than the United States visited by Alexis de Tocqueville in the 1830s. Indeed, Tocqueville believed he “saw in America” an image of the future everywhere, for he believed that equality of conditions from which democratic society grew was the world’s inevitable future. Having reached its most developed form in the United States, equality of conditions modified and transformed all aspects of life, from politics to social relations, to personal relations, to intellectual life, to individual character and values. Given this radical transformation of the world, Tocqueville believed that “A new political science is needed for a world entirely new,” and Democracy in America articulates this new political science. Tocqueville’s masterpiece, then, looks beyond its US context, for Tocqueville hoped to teach his readers what they could hope and fear from democracy, as well as how democratic society might be “educated” to avoid some of the dangers to which it is prone. This course takes its inspiration from Tocqueville’s ambition, by approaching Democracy in America thematically and using Tocqueville’s study as a basis for broader inquiry into features of contemporary democratic society. Each week of the course will focus on a key theme in Democracy in America, and each week will pair that theme with current scholarship applying and extending elements of the Tocquevillian perspective to contemporary contexts. By the end of the course, students will have gained familiarity with key elements of the Tocquevillian analysis of democratic society as well as critical perspectives on how these themes have continued to play out in current scholarship and debates. Course Learning Outcomes Disciplinary and multidisciplinary knowledge: Students will have a sound understanding of the key concepts in the Tocquevillian analysis of democratic society (i.e., point of departure, mores, equality, associative life, etc.). Students will be also be able to extend and apply Tocqueville's analysis to a variety of contemporary global contexts. Critical Thinking and Problem solving: Students will be able to reflect critically upon democracy's strengths and weaknesses, and the salience (or lack thereof) of Tocqueville's analysis. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,32381,"This course explores the dynamic intersection of economics, culture, creativity, and innovation using the theories and methods of economics to understand traditional arts (performing arts, visual art, and literature), heritage (museums and other forms of built heritage), and creative industries (music, film, games, broadcasting, and publishing). Students will analyse how cultural goods and services are produced, distributed, and consumed, with attention to issues such as the valuation of creativity, intellectual property rights, the impact of digitisation on creative markets, and the links between technology, cultural dynamics, and cultural policy. By investigating economic frameworks, cultural policy, and real-world case studies, the course offers a comprehensive view of how the creative industries are not just affected by technology, globalisation, and economic change but also, in turn, bolster the economy and create the cultural capital needed for a society’s self-image and quality of life. Aside from business and arts and culture management students, the course is ideal for students from a wide range of disciplines who are curious about the economic dimensions of cultural production and its broader social implications. Whether you aspire to work in the creative industries, engage in policymaking, or simply understand the economic forces shaping cultural trends, this course will provide valuable insights. Prior knowledge of economics is not required, but an interest in cultural phenomena and their market dynamics is encouraged. As an interdisciplinary offering, cultural economics delves into the interactions between economic forces, cultural dynamics, psychological drivers, and social networks. Creative industries are not just about producing goods or services for profit; they are also about creating new cultural meanings, social connections, and emotional experiences. This complexity demands an approach that draws relies not just on the economics lens but also draws on insights from various disciplines—arts management, sociology, psychology, cultural policy, and innovation studies—making cultural economics a truly interdisciplinary field. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,17551,"This course focuses on the interaction and integration among the peoples, corporations, and governments of different nations, involving international trade [goods & services] and finance. Students will learn how technology and geopolitics affect the economic interdependence of nations. They will appreciate how economic policies are shaped and constrained by the interdependence of nations. Savings and investments, taxation, trade, fiscal, monetary, and exchange rate policies cannot be considered in isolation. Regional, trans-regional and multilateral financial and economic institutions impact everyday lives. Jobs, wages, and standards of living are impacted by the forces of globalisation. Course Learning Outcomes The course aims to achieve the following: To equip students with the basic knowledge and skills to understand global economic issues related to international trade, finance, factor mobility, and exchange rates . To help students understand the economic rationale behind major events in the global economy today and think critically about the economic benefits as well as problems of globalization The course aims to provide students with an analytical framework to understand the drivers and the impact of globalization and to acquaint them with the major issues in the global economy today. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,24591,"This course focuses on various aspects of economic globalization in general, but with specific reference to Asia. Students could learn both positive and negative aspects of the many globalization issues in Asia, such as “Choosing the Right Exchange Rate Regime for Small and Open Economies in East Asia”, “Trade liberalization and poverty in Asia” as well as “Singapore's Drive to Form Cross-regional Trade Pacts”. Course Learning Outcomes Be equipped with the basic knowledge and skill to understand global economic issues in Asia such as trade, finance and exchange rates Understand the major issues in the Asian economy today and understand the economic benefits and problems of globalization Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,521,"This course will provide an introduction to the developmental challenges in Asia. The course will begin with introducing the distinction between concepts of economic growth and development. The course will have a strong emphasis on understanding the life and well-being of people in Asian countries through the lens of development economics. We will attempt to diagnose the causes of underdevelopment by analysing its components such as lack of sufficient access to education, savings, and nutrition, and study how these can cause the persistence of underdevelopment. We will also look at dimensions of identity such as gender and how development policy can be designed in the presence of prejudice. Finally, we will study how the delivery of public goods and services is constrained by issues like state capacity, corruption and political institutions. Policy implications emerging from the material we have studied will be also discussed. Course Learning Outcomes To understand the factors that lead to persistence of underdevelopment in the empirical context of Asia. Learning how to examine the evidence on policy relevant interventions. This will involve looking at tables with statistical output. By the end of the course you should be more comfortable making inferences based on statistical output that is presented to you. To develop and sharpen your analytical and presentation skills by participating in class discussions and debates. To acquire an appreciation of the issues involved in designing and evaluating developmental policies. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,24581,"In the financial system funds flow from those who have surplus funds to those who have a shortage of funds, either by direct, market-based financing or by indirect, bank-based finance. A well-developed financial system (comprising money, financial instruments, financial markets, financial institutions, government regulatory agencies and central banks) improves the efficiency of financing decisions, favouring a better allocation of resources and thereby economic growth. What is the underlying mechanism that explains the positive relationship between the degree of development of the financial system and economic development? How should elements of both direct, market-based and indirect, bank-based finance be incorporated? What are the comparative advantages of market vs bank-based finance? In cases where the industry faces strong information asymmetries, is bank-based financing an effective solution to adverse selection and moral hazard problems that exist between good and bad borrowers? What are alternative modes of financing, especially for small medium sized enterprises? What role does fintech play in enabling dynamic and inclusive growth? These are some of the questions we will answer in this course. Course Learning Outcomes At the end of the course, students should be able to . use evidence-based economics to answer questions about the role of financial system and if it does what is supposed to do. apply economic concepts and models (e.g. information asymmetry, panel data models) to analyze drivers of economic growth, Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,581,"The course is structured into two parts: international trade and international finance. The first part of the course introduces the theory and policy of international trade. The issues involved include the bases for trade, the determinants of trade pattern (direction, terms, and volume), the effects of trade on income redistribution, as well as the various types of frequently-used trade policies, and their welfare consequences. The second part of the course introduces the theory and policy of international finance. The topics discussed include the balance of payment, the international monetary systems, the stabilisation policies of governments to adjust internal and external imbalances, and their effectiveness under alternative exchange rate regimes and different degrees of international financial market integration. Course Learning Outcomes CLO1: Understand the bases for trade, the determinants of trade pattern, and the effects of trade on income distribution. CLO2: Understand the classical trade models (that focus on comparative advantage as the source of gains from trade). CLO3: Understand the new trade theories (that rely on imperfect competition and/or increasing returns to scale as the rationale for trade). CLO4: Understand the welfare properties of trade policies. CLO5: Understand the balance-of-payments accounting, the models on exchange rate determinations, and capital mobility. CLO6: Understand the thoeries on currency crises and the international monetary systems. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,591,"This course will provide an introduction to development economics with a blend of both theory and empirics. The course will begin with distinguishing between the concepts of growth and development and motivating the study of economic growth. The neo-classical growth model will be introduced as a framework for understanding how growth occurs. The course will then unpack the model part by part, both theoretically and empirically, for a more nuanced understanding of growth. Its ingredients such as human capital formation will be studied. Its assumption of perfect institutions will be examined with a particular focus on property rights, corruption, and financial development. The causal impact of institutions on growth will be explored. Finally growth theory will be revisited to see how poverty traps arise as a result of imperfect institutions leading to emergence and persistence of poor economic outcomes. The course will end with an introduction to political economy of development where we will explore reasons why inefficient policies are often chosen. Course Learning Outcomes 1. To understand the causes of underdevelopment and ways out of it. 2. To expose you to the latest advances in the field of development economics. 3. To see real world applications of the concepts you have learnt in introduction to econometrics course to the field of development economics. 4. By the end of this course you should be comfortable in critically evaluating cutting edge empirical work in the field of development economics and making independent judgments about extent of their trustworthiness. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,611,"This is an advanced course in game theory. Students will learn the mathematical foundations of non-cooperative and cooperative game theory, and be exposed to the application of game-theoretic models to various fields in economics, including labor economics, macroeconomics, international economics, social choice and industrial organisation. Multi-stage repeated games with or without perfect information will be discussed in the course. Students will learn the solution concept of Perfect Bayesian Nash equilibrium, and apply it to solve for a broad class of games of incomplete information. Course Learning Outcomes The course aims to develop the students' interest and knowledge in game theory and its economic applications. Moreover, the students shall acquire the ability to think formally and argue with rigorous proofs. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,641,"This course introduces theory, applications, and empirical evidence in a wide range of topics in modern labour economics. We start with the principles of supply and demand in a competitive labour market to evaluate the impact of the tax and transfer system, the minimum wage, the employment protection legislation, and immigration on wages and employment. We then consider monopsony, job amenities, human capital, labour mobility, discrimination, and incentive pay to understand the nature and causes of wage differentials. Throughout the course, we discuss many stylized facts of labour markets and some econometric methods for policy evaluation. Course Learning Outcomes At the end of the semester, students would be able to: Understand the theory of individual labor supply; Use the theory of labor supply to analyze the allocation of working hours, the difference between male and female labor supply, and the impact of government policies on labor supply. Understand the theory of labor demand; Analyze labor market equilibrium under different market conditions. Understand human capital investments and wage differentials; Analyze wage structures. Analyze various topics such as migration, labor market discrimination, and incentive problems in labor markets. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,651,"This course aims to strengthen our understanding of some of the most basic questions in monetary economics: How does money promote economic exchange? What should serve as money? What causes inflation? What is the cost of inflation? Our approach is to build the microeconomic foundations of monetary and other macroeconomic topics, that is, we seek to explain aggregate economic phenomena as the implications of the choices of rational individuals who aim to improve their welfare within their limited means. We begin our study with questions of the demand for fiat money, go on to introduce banking and financial intermediation, and finally look at the effects of money on saving, investment, and output. Course Learning Outcomes At the conclusion of the course students will have had a firm grasp of the key concepts and issues in monetary economics. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,661,"The module begins by revisiting the conceptual basis for the \""minimum\"" role of a government in a free market economy and focuses attention on different types of market failure in which a wider role for the government could be considered. An appreciation for the potential scope of government failure is also developed here to allow for a more holistic approach when contemplating intervention. It then proceeds to discuss the economics underlying social transfer schemes and a variety of other public sector programs that falls outside the ambit of the so-called \""minimum\"" role. Here, governmental expenditure programs such as programs on health care, social security and education come into focus. Finally, the module discusses the financing of government programs bringing into focus the taxation system. The efficiency and distributional effects of different taxes and their implication on the choice of financing method and on project evaluation are some of the issues that will be discussed here. An introduction to optimal taxation theory is also included here. From time to time, during the exposition of the module, reference will be made to the US experience and to the Singapore experience to provide the practical motivation underlying a number of the ideas covered. Course Learning Outcomes Be familiar with a range of policy issues and relevant analytical tools. Apply theoretical and empirical tools to analyse policy issues. Discuss critically, apply, and present coherent arguments on key policy issues. Grading Basis GRD - Graded Course Units 1"
social_sciences,elective,681,"In this course, conceptual and empirical tools in economics are employed to deepen the student’s understanding of a variety of environmental issues. The conceptual tools derive mainly from the theory of externalities, public goods and property rights while the empirical tools involve techniques that will permit the economic valuation of various environmental attributes so as to permit a proper cost-benefit analysis of various programs. In the exposition, generic issues such as air pollution and water pollution will be discussed. Attention will also be given to a variety of local, bilateral and multilateral issues that are of direct relevance to Singapore including the allocation of scarce land resource to nature conservation, waste management and the management of air quality, the reclamation of land, and issues concerning global-warming. The role of public sector institutions in regulating the environment and international protocols, including the Kyoto protocol, will also be discussed. Grading Basis GRD - Graded Course Units 1"
